modelo,estrato,pmid,gold,resposta,pubs_gold,pubs_chutado,razao,chute_no_abstract
gemma4_26b,Q1_Super_Populares,37968472,PIK3CA,CTNNB1,1725,3367,1.9518840579710144,False
gemma4_26b,Q1_Super_Populares,12181570,Rac1,Rac,1346,3746,2.7830609212481425,True
gemma4_26b,Q1_Super_Populares,20869334,ATM,DNA-PKcs,1579,933,0.590880303989867,True
gemma4_26b,Q1_Super_Populares,25687825,Nrf2,GCLM,1916,128,0.06680584551148225,True
gemma4_26b,Q1_Super_Populares,26852906,COMT,DTNBP1,2081,223,0.10716001922152811,False
gemma4_26b,Q1_Super_Populares,22290228,PTEN,p16INK4a,2820,2699,0.9570921985815602,False
gemma4_26b,Q1_Super_Populares,24994675,integrin subunit beta3,beta3,1223,15,0.012264922322158627,True
gemma4_26b,Q1_Super_Populares,25624455,JAK2,JAK3,1813,276,0.15223386651958082,False
gemma4_26b,Q1_Super_Populares,33737203,Matrix metalloproteinase-1,MMP-2,1021,1978,1.9373163565132223,False
gemma4_26b,Q1_Super_Populares,36640339,ATM,TP53,1579,11629,7.36478784040532,False
gemma4_26b,Q1_Super_Populares,38104911,HMGB1,NFL,1511,310,0.20516214427531437,False
gemma4_26b,Q1_Super_Populares,18790046,SOD1,SOD2,1331,986,0.7407963936889557,False
gemma4_26b,Q1_Super_Populares,19959759,Leptin,adiponectin,1914,2464,1.2873563218390804,True
gemma4_26b,Q1_Super_Populares,23293110,VEGFR-2,CXCL8,1105,2502,2.2642533936651583,False
gemma4_26b,Q1_Super_Populares,22628023,IL-10,IL-6,3484,5468,1.5694603903559128,True
gemma4_26b,Q1_Super_Populares,26457672,c-Src,Syk,1520,591,0.3888157894736842,False
gemma4_26b,Q1_Super_Populares,26937962,GSTM1,GSTT1,2270,1900,0.8370044052863436,True
gemma4_26b,Q1_Super_Populares,29111166,caveolin-1,PIK3CA,1228,1725,1.4047231270358307,False
gemma4_26b,Q1_Super_Populares,31609157,CTLA-4,IDO1,1339,514,0.3838685586258402,False
gemma4_26b,Q1_Super_Populares,34265288,HIF1alpha,STAT3,3911,3707,0.9478394272564562,True
gemma4_26b,Q1_Super_Populares,16782382,cyclooxygenase-2,COX-2,2314,164,0.07087294727744166,False
gemma4_26b,Q1_Super_Populares,21485219,MMP-9,EGFR,3162,6689,2.1154332700822263,False
gemma4_26b,Q1_Super_Populares,25810340,SMAD3,Akt,1034,3746,3.622823984526112,True
gemma4_26b,Q1_Super_Populares,27136911,estrogen receptor beta,LHCGR,1278,260,0.20344287949921752,False
gemma4_26b,Q1_Super_Populares,31629819,SIRT1,NLK,1828,226,0.12363238512035012,False
gemma4_26b,Q2_Medios,10982185,JAK3,IL7R,276,353,1.2789855072463767,False
gemma4_26b,Q2_Medios,15454735,CYP2A6,CYP2C19,318,1111,3.493710691823899,False
gemma4_26b,Q2_Medios,22329450,cardiac troponin C,TnC,119,331,2.7815126050420167,True
gemma4_26b,Q2_Medios,22425648,Suppressor of cytokine signaling 3,NPY,554,351,0.6335740072202166,True
gemma4_26b,Q2_Medios,24101588,APOBEC3C,APOBEC3G,151,640,4.23841059602649,False
gemma4_26b,Q2_Medios,26982743,BDKRB2,Btk,234,378,1.6153846153846154,False
gemma4_26b,Q2_Medios,27339399,SOCS1,SOCS3,485,554,1.1422680412371133,False
gemma4_26b,Q2_Medios,31037158,HOXB13,HOXA5,156,127,0.8141025641025641,False
gemma4_26b,Q2_Medios,31970886,HOXB9,HOXB7,106,115,1.0849056603773586,False
gemma4_26b,Q2_Medios,23601003,HLA-DP,TLR3,429,749,1.745920745920746,False
gemma4_26b,Q2_Medios,25008994,Dectin-1,TLR4,152,2778,18.276315789473685,False
gemma4_26b,Q2_Medios,27878304,MEK5,Erk5,105,244,2.323809523809524,True
gemma4_26b,Q2_Medios,19177501,XPC,XPD,452,926,2.0486725663716814,False
gemma4_26b,Q2_Medios,25903336,APC1,APC2,187,138,0.7379679144385026,False
gemma4_26b,Q2_Medios,2308864,pG2,CYP11B1,188,129,0.6861702127659575,False
gemma4_26b,Q2_Medios,18287540,NDUFA9,NDUFS2,142,178,1.2535211267605635,False
gemma4_26b,Q2_Medios,18301763,TRPV6,CACNA1C,141,398,2.8226950354609928,False
gemma4_26b,Q2_Medios,28267437,DEPTOR,S6K1,104,453,4.355769230769231,False
gemma4_26b,Q2_Medios,29227529,NS5ATP9,ATG7,108,184,1.7037037037037037,False
gemma4_26b,Q2_Medios,29604056,CRIPTO,YAP1,120,1524,12.7,False
gemma4_26b,Q2_Medios,32892482,BACH2,LINC00847,120,9,0.075,False
gemma4_26b,Q2_Medios,37522198,CD59,CD274,290,2649,9.13448275862069,False
gemma4_26b,Q2_Medios,17293877,CCG1-interacting factor A,CAF-1,134,157,1.171641791044776,True
gemma4_26b,Q2_Medios,18955490,matrix metalloproteinase-7,MT1-MMP,513,610,1.189083820662768,False
gemma4_26b,Q2_Medios,29233503,FOXA2,FOXO1,195,823,4.220512820512821,False
gemma4_26b,Q2_Medios,34127318,FASL,TRAIL,706,929,1.3158640226628895,False
gemma4_26b,Q2_Medios,12557231,MEL1,CDR2,110,56,0.509090909090909,False
gemma4_26b,Q2_Medios,15548692,WWOX,ELL,334,90,0.2694610778443114,False
gemma4_26b,Q2_Medios,18275081,PABPN1,PCAF,239,441,1.8451882845188285,False
gemma4_26b,Q2_Medios,26700805,GEMIN1,SMN1,300,475,1.5833333333333333,False
gemma4_26b,Q2_Medios,29931229,RBPJ,ZBTB16,244,195,0.7991803278688525,False
gemma4_26b,Q2_Medios,34428304,RING1B,PCGF1,265,74,0.2792452830188679,False
gemma4_26b,Q2_Medios,36891052,APOC1,CCL2,216,1642,7.601851851851852,False
gemma4_26b,Q2_Medios,10852966,p62dok,LAT,106,156,1.471698113207547,False
gemma4_26b,Q2_Medios,12576441,CD23,CD5,151,118,0.7814569536423841,True
gemma4_26b,Q2_Medios,20018869,leukemia-associated RhoGEF,Tiam1,121,196,1.6198347107438016,True
gemma4_26b,Q2_Medios,18592002,NF1,NRAS,641,686,1.0702028081123245,False
gemma4_26b,Q2_Medios,20375790,LyGDI,RhoGDI,109,228,2.091743119266055,False
gemma4_26b,Q2_Medios,20592285,oxytocinase,EPCAM,125,366,2.928,False
gemma4_26b,Q2_Medios,21410658,HLA-DRB4,HLA-B,194,2225,11.469072164948454,False
gemma4_26b,Q2_Medios,22974333,Cdc6,LINC00673,192,32,0.16666666666666666,False
gemma4_26b,Q2_Medios,31235784,DARPP-32,DP,116,87,0.75,True
gemma4_26b,Q2_Medios,34564849,DUOX2,TPO,135,152,1.125925925925926,False
gemma4_26b,Q2_Medios,17363767,EPHX1,GSTT1,427,1900,4.4496487119437935,False
gemma4_26b,Q2_Medios,29850896,MUS81,SLX4,145,115,0.7931034482758621,True
gemma4_26b,Q2_Medios,30709905,RAB8A,RAB7A,230,378,1.6434782608695653,True
gemma4_26b,Q2_Medios,21880146,Mesothelin,STAT3,179,3707,20.70949720670391,False
gemma4_26b,Q2_Medios,22619278,pim-1,Akt,301,3746,12.445182724252492,False
gemma4_26b,Q2_Medios,30377053,interleukin-22,EGFR,421,6689,15.888361045130642,False
gemma4_26b,Q2_Medios,31601979,DNA Methyltransferase 1,DNMT3B,884,493,0.5576923076923077,False
gemma4_26b,Q2_Medios,20853600,L-arginine amidinohydrolase,ARG1,119,283,2.3781512605042017,False
gemma4_26b,Q2_Medios,23794184,IL-31,TSLP,116,334,2.8793103448275863,False
gemma4_26b,Q2_Medios,23975336,SGLT1,GLUT2,129,119,0.9224806201550387,False
gemma4_26b,Q2_Medios,9230071,Rab9,Rab6,114,183,1.605263157894737,False
gemma4_26b,Q2_Medios,17948896,GRM3,GRM6,107,32,0.29906542056074764,False
gemma4_26b,Q2_Medios,20546165,LNK,LAT,123,156,1.2682926829268293,False
gemma4_26b,Q2_Medios,22882268,PINX1,PTEN,119,2820,23.69747899159664,False
gemma4_26b,Q2_Medios,23329754,FGF19,GLP-1,155,374,2.412903225806452,False
gemma4_26b,Q2_Medios,37479690,PDHA1,SIRT3,242,384,1.5867768595041323,True
gemma4_26b,Q2_Medios,38146125,CXCL16,IL-17A,206,1656,8.03883495145631,False
gemma4_26b,Q2_Medios,21792676,NfH,NEFL,100,310,3.1,False
gemma4_26b,Q2_Medios,26803106,Sirtuin 6,PTEN,368,2820,7.663043478260869,False
gemma4_26b,Q2_Medios,27609643,WDR1,GNA12,163,131,0.803680981595092,False
gemma4_26b,Q2_Medios,38831335,NEDD4L,NEDD4,395,462,1.169620253164557,True
gemma4_26b,Q2_Medios,8943276,growth hormone,hCG,480,186,0.3875,False
gemma4_26b,Q2_Medios,10224125,AF6,BCR,175,503,2.874285714285714,False
gemma4_26b,Q2_Medios,20037211,DPD,NUDT15,270,102,0.37777777777777777,False
gemma4_26b,Q2_Medios,21368691,Neuron-specific enolase,GFAP,278,384,1.381294964028777,True
gemma4_26b,Q2_Medios,22725681,copper transporter protein 1,ATP7B,115,390,3.391304347826087,False
gemma4_26b,Q2_Medios,25758468,CD45,CD11b,353,352,0.9971671388101983,False
gemma4_26b,Q2_Medios,26407101,CD31,CD38,338,317,0.9378698224852071,True
gemma4_26b,Q2_Medios,11590181,giantin,GM130,143,205,1.4335664335664335,False
gemma4_26b,Q2_Medios,19229105,Parkin,DJ-1,992,576,0.5806451612903226,True
gemma4_26b,Q2_Medios,21404621,OS-9,SEL1L,119,159,1.3361344537815125,False
gemma4_26b,Q2_Medios,24574362,ACTN4,EGFR,423,6689,15.81323877068558,False
gemma4_26b,Q2_Medios,27517149,SNHG1,LINC00657,146,97,0.6643835616438356,False
gemma4_26b,Q2_Medios,29407292,Interleukin-17F,CSF2,259,348,1.3436293436293436,False
gemma4_26b,Q2_Medios,12169206,FHIT,CDKN2A,357,2699,7.560224089635854,False
gemma4_26b,Q2_Medios,12228247,Endoglin,TIE2,534,309,0.5786516853932584,False
gemma4_26b,Q2_Medios,12234138,NRAMP1,TNF,206,6448,31.300970873786408,False
gemma4_26b,Q2_Medios,15926113,CAPN10,INSR,175,756,4.32,False
gemma4_26b,Q2_Medios,19332728,OPRT,MTR,128,491,3.8359375,True
gemma4_26b,Q2_Medios,32970737,INHBA,MSTN,320,226,0.70625,True
gemma4_26b,Q2_Medios,18385516,GRASP55,GRASP65,127,78,0.6141732283464567,False
gemma4_26b,Q2_Medios,19118547,Ankyrin repeat domain 28,ANKRD26,107,87,0.8130841121495327,False
gemma4_26b,Q2_Medios,19672300,CHOP,ATF6,314,240,0.7643312101910829,False
gemma4_26b,Q2_Medios,20214763,SLC11A1,IL10,206,3484,16.9126213592233,False
gemma4_26b,Q2_Medios,24695378,CDKAL1,FTO,297,1053,3.5454545454545454,False
gemma4_26b,Q2_Medios,28988713,Otx2,SNAI1,125,676,5.408,False
gemma4_26b,Q2_Medios,9789045,FAA,FANCL,240,97,0.4041666666666667,False
gemma4_26b,Q2_Medios,22844406,HOXB7,HOXA9,115,222,1.9304347826086956,False
gemma4_26b,Q2_Medios,23687340,G-CSF receptor,CSF1R,158,275,1.740506329113924,False
gemma4_26b,Q2_Medios,24766303,PLCE1,DNMT1,192,884,4.604166666666667,False
gemma4_26b,Q2_Medios,27075829,PCSK9,ANGPTL3,771,163,0.21141374837872892,False
gemma4_26b,Q2_Medios,27103069,RAB8a,RAB1,230,259,1.126086956521739,False
gemma4_26b,Q2_Medios,28826039,vaspin,AMH,166,419,2.5240963855421685,False
gemma4_26b,Q2_Medios,35025009,Integrin alpha6,ZNF365,372,57,0.1532258064516129,False
gemma4_26b,Q2_Medios,7896837,Lck,Fyn,564,678,1.202127659574468,False
gemma4_26b,Q2_Medios,14677049,PPARalpha,pparg,656,2278,3.472560975609756,False
gemma4_26b,Q2_Medios,16495483,Elmo1,Crk,114,345,3.026315789473684,True
gemma4_26b,Q2_Medios,17192875,TGFBR3,SMAD4,172,918,5.337209302325581,False
gemma4_26b,Q2_Medios,18592168,LRP8,LRP5,147,326,2.2176870748299318,False
gemma4_26b,Q2_Medios,19299407,CETP,APOA1,707,1129,1.5968882602545968,False
gemma4_26b,Q2_Medios,23775149,IGF2,H19,749,570,0.7610146862483311,True
gemma4_26b,Q2_Medios,23956198,FOXG1,AKT,120,3746,31.216666666666665,False
gemma4_26b,Q2_Medios,28724915,Smurf2,FBXW7,213,618,2.9014084507042255,False
gemma4_26b,Q2_Medios,29065392,Ku80,DNA-PKcs,720,933,1.2958333333333334,True
gemma4_26b,Q2_Medios,30895599,ARMS2,CFH,242,890,3.677685950413223,True
gemma4_26b,Q2_Medios,34694182,LTA4H,ALOX5,148,338,2.2837837837837838,False
gemma4_26b,Q2_Medios,35261819,CCAT1,LINC00665,121,31,0.256198347107438,False
gemma4_26b,Q2_Medios,15130582,BAF,BAF57,212,240,1.1320754716981132,False
gemma4_26b,Q2_Medios,18284209,TFIIF,TFIIS,185,106,0.572972972972973,False
gemma4_26b,Q2_Medios,22026458,Glypican-3,ATF1,260,258,0.9923076923076923,False
gemma4_26b,Q2_Medios,25287602,CD40 ligand,CD40,547,627,1.146252285191956,True
gemma4_26b,Q2_Medios,28678816,Kif5A,KIF1A,134,119,0.8880597014925373,False
gemma4_26b,Q2_Medios,29561707,INO80,CD133,108,631,5.842592592592593,True
gemma4_26b,Q2_Medios,19415485,MUC1,EGFR,959,6689,6.974973931178311,False
gemma4_26b,Q2_Medios,20080080,Lp-PLA(2),sEH,337,163,0.4836795252225519,False
gemma4_26b,Q2_Medios,22666436,DMT1,TfR1,142,599,4.21830985915493,False
gemma4_26b,Q2_Medios,23166521,poly(A)-binding protein nuclear 1,CPSF73,239,153,0.6401673640167364,False
gemma4_26b,Q2_Medios,23325686,Ezrin,ALG-2,675,188,0.2785185185185185,True
gemma4_26b,Q2_Medios,23487342,PTPRA,PRKCB,137,433,3.1605839416058394,False
gemma4_26b,Q2_Medios,25657325,NuMA,CDK5RAP2,355,123,0.3464788732394366,True
gemma4_26b,Q2_Medios,23642263,UPF1,eIF4E,410,515,1.2560975609756098,False
gemma4_26b,Q2_Medios,24636039,ErbB4,NRG1,399,571,1.431077694235589,True
gemma4_26b,Q2_Medios,24834797,YTHDC2,DDX21,149,373,2.5033557046979866,False
gemma4_26b,Q2_Medios,27356469,TRPA1,TRPV1,242,481,1.987603305785124,True
gemma4_26b,Q2_Medios,28790309,HHARI,Parkin,105,992,9.447619047619048,False
gemma4_26b,Q2_Medios,31380412,IRF4,STAT3,258,3707,14.368217054263566,False
gemma4_26b,Q2_Medios,31900208,Acylglycerol kinase,PIK3C3,151,272,1.8013245033112584,False
gemma4_26b,Q2_Medios,33498624,Arylsulfatase A,SPAM1,154,27,0.17532467532467533,True
gemma4_26b,Q2_Medios,10875927,HOXA5,p53,127,11629,91.56692913385827,True
gemma4_26b,Q2_Medios,17556010,fucosyltransferase IV,FUT1,113,88,0.7787610619469026,False
gemma4_26b,Q2_Medios,17923735,thymidine phosphorylase,TP53,190,11629,61.205263157894734,False
gemma4_26b,Q2_Medios,21471203,Msx2,Runx2,106,641,6.047169811320755,False
gemma4_26b,Q2_Medios,24418192,CNTNAP2,CDKN2A,150,2699,17.993333333333332,False
gemma4_26b,Q2_Medios,28426188,EXT1,MAGI2,144,101,0.7013888888888888,False
gemma4_26b,Q2_Medios,33097827,HTR2A,CYP2D6,737,1089,1.4776119402985075,False
gemma4_26b,Q2_Medios,19303401,arginase 1,AGTR1,283,996,3.519434628975265,False
gemma4_26b,Q2_Medios,21913056,TCF7L2,CTNNB1,856,3367,3.933411214953271,False
gemma4_26b,Q2_Medios,34265287,Snail,ZEB1,676,656,0.9704142011834319,False
gemma4_26b,Q2_Medios,17728257,methylmalonyl-CoA mutase,Mcm7,123,446,3.6260162601626016,False
gemma4_26b,Q2_Medios,30554083,TIM-3,TIGIT,463,137,0.2958963282937365,False
gemma4_26b,Q2_Medios,17849285,ASPM,WDR62,159,112,0.7044025157232704,False
gemma4_26b,Q2_Medios,18451177,TIP60,SRC,391,1520,3.887468030690537,False
gemma4_26b,Q2_Medios,18507837,CCNE1,CDK1,521,1218,2.3378119001919386,False
gemma4_26b,Q2_Medios,32167078,Exonuclease 1,Ku70,164,754,4.597560975609756,True
gemma4_26b,Q2_Medios,32783369,BANF1,WDR65,212,30,0.14150943396226415,False
gemma4_26b,Q2_Medios,34418458,PFKP,PGK1,250,342,1.368,False
gemma4_26b,Q2_Medios,17123722,AP-2beta,BDNF,112,2560,22.857142857142858,False
gemma4_26b,Q2_Medios,18854317,NB1,CD11b,100,352,3.52,False
gemma4_26b,Q2_Medios,18984771,NOV,AURKA,129,862,6.682170542635659,False
gemma4_26b,Q2_Medios,18996922,SMC1A,NIPBL,347,202,0.5821325648414986,True
gemma4_26b,Q2_Medios,19028691,IPS-1,MDA5,429,355,0.8275058275058275,False
gemma4_26b,Q2_Medios,20605702,NOS1AP,DISC1,150,309,2.06,False
gemma4_26b,Q2_Medios,21994574,AKAP149,DDX3,121,562,4.644628099173554,False
gemma4_26b,Q2_Medios,26150353,Pin1,ACVR2B,529,104,0.19659735349716445,False
gemma4_26b,Q2_Medios,33862464,YTHDF1,YTHDF2,174,282,1.6206896551724137,False
gemma4_26b,Q2_Medios,15735762,E2Fs 1-5,E2F1,225,970,4.311111111111111,True
gemma4_26b,Q2_Medios,19356052,UGT1A6,UGT1A1,133,753,5.661654135338346,False
gemma4_26b,Q2_Medios,22722750,DNMT3A,FLT3,614,835,1.3599348534201954,False
gemma4_26b,Q2_Medios,23102918,CCL18,CCL22,161,142,0.8819875776397516,False
gemma4_26b,Q2_Medios,25578727,USP24,USP7,104,660,6.346153846153846,False
gemma4_26b,Q2_Medios,30979931,DYRK1A,PPP1R14B,298,31,0.1040268456375839,False
gemma4_26b,Q2_Medios,1915414,p62,Nup153,212,266,1.2547169811320755,False
gemma4_26b,Q2_Medios,9498238,CYP11A.,CYP2D6,154,1089,7.071428571428571,True
gemma4_26b,Q2_Medios,12704215,S100A11,S100A12,159,151,0.949685534591195,False
gemma4_26b,Q2_Medios,18337829,CD209,CD1c,469,64,0.13646055437100213,False
gemma4_26b,Q2_Medios,18420269,TRPC1,TRPC6,201,231,1.1492537313432836,False
gemma4_26b,Q2_Medios,25209430,VAMP8,USP10,131,280,2.1374045801526718,False
gemma4_26b,Q2_Medios,31295688,LPP,CFHR1,147,107,0.7278911564625851,False
gemma4_26b,Q2_Medios,10672042,20alpha-hydroxysteroid dehydrogenase,HSD3B1,114,133,1.1666666666666667,False
gemma4_26b,Q2_Medios,19675172,IL-21,IL-4,416,1301,3.1274038461538463,True
gemma4_26b,Q2_Medios,34378358,PU.1,FOXA2,282,195,0.6914893617021277,False
gemma4_26b,Q2_Medios,38373841,KLF2,NLRP3,195,1295,6.641025641025641,True
gemma4_26b,Q2_Medios,19069167,beta2-GPI,APOA1,259,1129,4.359073359073359,False
gemma4_26b,Q2_Medios,24259048,ECM1,SPAG16,134,26,0.19402985074626866,False
gemma4_26b,Q2_Medios,24916695,CLIC4,HSP90B1,126,535,4.246031746031746,False
gemma4_26b,Q2_Medios,24973170,CKS1B,B2M,125,487,3.896,False
gemma4_26b,Q2_Medios,36266732,Piezo1,Fak,267,1103,4.131086142322097,False
gemma4_26b,Q2_Medios,17479437,GAD65,GAD,129,157,1.2170542635658914,False
gemma4_26b,Q2_Medios,23066029,Cdt2,DDB1,132,669,5.068181818181818,True
gemma4_26b,Q2_Medios,23069210,Msp58,MSL2,109,55,0.5045871559633027,False
gemma4_26b,Q2_Medios,24063684,eIF4B,eIF4A,254,366,1.4409448818897639,False
gemma4_26b,Q2_Medios,30792187,HAVCR2,CARD11,463,139,0.3002159827213823,False
gemma4_26b,Q2_Medios,11306556,GM130,p115,205,51,0.24878048780487805,True
gemma4_26b,Q2_Medios,21870514,matrix Gla-protein,TNF,153,6448,42.1437908496732,False
gemma4_26b,Q2_Medios,25053464,MVK,CSNK2A1,124,944,7.612903225806452,False
gemma4_26b,Q2_Medios,26305249,Neuroglobin,IDO1,117,514,4.3931623931623935,False
gemma4_26b,Q2_Medios,27578485,DCP1A,PIWIL2,145,71,0.4896551724137931,False
gemma4_26b,Q2_Medios,31578589,Follistatin-like protein 1,STAT6,137,405,2.9562043795620436,True
gemma4_26b,Q2_Medios,37278569,RAB6A,RAB27A,183,193,1.0546448087431695,False
gemma4_26b,Q2_Medios,23532381,PICT1,NPM1,141,1194,8.46808510638298,False
gemma4_26b,Q2_Medios,25564309,DcR3,TNFSF12,149,243,1.6308724832214765,False
gemma4_26b,Q2_Medios,26018753,E2F7,AKT,105,3746,35.67619047619048,True
gemma4_26b,Q2_Medios,17405915,TNF-alpha-converting enzyme,ACE,546,2771,5.075091575091575,False
gemma4_26b,Q2_Medios,20565746,HOXA9,HOP,222,69,0.3108108108108108,True
gemma4_26b,Q2_Medios,21131967,GLP,G9a,167,332,1.9880239520958083,False
gemma4_26b,Q2_Medios,23317483,Interleukin-13,IL4,740,1301,1.758108108108108,False
gemma4_26b,Q2_Medios,23323615,melanocortin-3 receptor,GPR120,111,93,0.8378378378378378,False
gemma4_26b,Q2_Medios,27429853,PCDH15,ZNF423,128,54,0.421875,False
gemma4_26b,Q2_Medios,30819820,CDK12,CDK9,188,577,3.0691489361702127,False
gemma4_26b,Q2_Medios,15521070,caldesmon,MYL9,172,85,0.4941860465116279,False
gemma4_26b,Q2_Medios,26832416,SMARCAL1,FANCM,107,109,1.0186915887850467,False
gemma4_26b,Q2_Medios,32268092,AFF4,SUPT5H,121,219,1.8099173553719008,False
gemma4_26b,Q2_Medios,15556996,Rad9,RFC,149,318,2.134228187919463,False
gemma4_26b,Q2_Medios,20619150,ANRIL,Xist,325,263,0.8092307692307692,False
gemma4_26b,Q2_Medios,22106281,Rac2,Rac1,172,1346,7.825581395348837,False
gemma4_26b,Q2_Medios,24386364,BTF3,ODC1,136,119,0.875,True
gemma4_26b,Q2_Medios,25337209,AdipoR2,DUSP4,163,93,0.5705521472392638,True
gemma4_26b,Q2_Medios,33917494,PER2,GAPVD1,205,119,0.5804878048780487,True
gemma4_26b,Q2_Medios,34673637,FGFR4,FGF23,267,654,2.449438202247191,False
gemma4_26b,Q2_Medios,18434323,pregnancy-associated plasma protein-A,ADAM3,289,12,0.04152249134948097,False
gemma4_26b,Q2_Medios,19887623,SOX4,SOX17,272,113,0.41544117647058826,False
gemma4_26b,Q2_Medios,21337384,fucosyltransferase IV,FUT9,113,35,0.30973451327433627,False
gemma4_26b,Q2_Medios,32557257,FKBP4,NR3C1,265,1295,4.886792452830188,False
gemma4_26b,Q2_Medios,33637954,RORalpha,NR5A2,198,191,0.9646464646464646,False
gemma4_26b,Q2_Medios,35170374,RHOT1,ZEB1,116,656,5.655172413793103,False
gemma4_26b,Q2_Medios,18211889,hPrp3,U4atac,208,24,0.11538461538461539,False
gemma4_26b,Q2_Medios,19342888,CtIP,CtBP2,228,251,1.1008771929824561,False
gemma4_26b,Q2_Medios,31020542,GATA3,p53,516,11629,22.536821705426355,False
gemma4_26b,Q2_Medios,31169983,PC4,ERC1,199,149,0.7487437185929648,False
gemma4_26b,Q2_Medios,32924985,miR-150,EZR,298,675,2.2651006711409396,False
gemma4_26b,Q2_Medios,1977660,Lewis blood group,FUT1,115,88,0.7652173913043478,False
gemma4_26b,Q2_Medios,17202338,Klotho,GUSB,529,94,0.1776937618147448,False
gemma4_26b,Q2_Medios,18285836,BRIP1,Abraxas1,220,78,0.35454545454545455,False
gemma4_26b,Q2_Medios,25780036,CD40,BCR,627,503,0.8022328548644339,False
gemma4_26b,Q2_Medios,27505134,L1CAM,p53,338,11629,34.405325443786985,False
gemma4_26b,Q2_Medios,29726059,ETV6,ABL1,330,923,2.796969696969697,True
gemma4_26b,Q2_Medios,30515972,Cbl-b,FBXW7,208,618,2.9711538461538463,False
gemma4_26b,Q2_Medios,36994687,G-protein-coupled receptor kinase-interacting protein-1,LINC00943,149,7,0.04697986577181208,False
gemma4_26b,Q2_Medios,10713044,RAD9,Rad10,149,760,5.100671140939597,False
gemma4_26b,Q2_Medios,12190814,MICA,MIC60,563,280,0.49733570159857904,False
gemma4_26b,Q2_Medios,12427559,DDA3,p21,100,7,0.07,False
gemma4_26b,Q2_Medios,13679391,CCL7,CCL3,120,299,2.4916666666666667,False
gemma4_26b,Q2_Medios,23654079,CD26,IL2,621,900,1.4492753623188406,False
gemma4_26b,Q2_Medios,12873722,DLC1,DLK1,187,188,1.0053475935828877,False
gemma4_26b,Q2_Medios,15561974,EphA2,EphB2,456,214,0.4692982456140351,False
gemma4_26b,Q2_Medios,18845326,DNA ligase IV,RAG1,216,159,0.7361111111111112,False
gemma4_26b,Q2_Medios,21821000,BAF53,CTCF,260,467,1.7961538461538462,False
gemma4_26b,Q2_Medios,29867203,aggrecan,FBN1,178,523,2.938202247191011,False
gemma4_26b,Q2_Medios,34209751,SR-B1,LDLR,404,897,2.2202970297029703,True
gemma4_26b,Q2_Medios,11816564,HSP22,MARC1,148,72,0.4864864864864865,False
gemma4_26b,Q2_Medios,33865911,IL-33,STAT6,732,405,0.5532786885245902,False
gemma4_26b,Q2_Medios,35768685,DKK3,DKK1,194,533,2.747422680412371,True
gemma4_26b,Q2_Medios,11251075,GIPC,NHERF1,139,301,2.1654676258992804,False
gemma4_26b,Q2_Medios,15166247,MLN51,MAGOH,104,136,1.3076923076923077,True
gemma4_26b,Q2_Medios,21439723,TXNIP,p53,297,11629,39.15488215488215,False
gemma4_26b,Q2_Medios,24062569,KCNH1,BK,117,201,1.7179487179487178,False
gemma4_26b,Q2_Medios,25214041,CEBPA,RUNX1,553,936,1.6925858951175408,False
gemma4_26b,Q2_Medios,25450647,NOB1,NIBP,128,87,0.6796875,False
gemma4_26b,Q2_Medios,34272384,CDKN1C,fgf10,252,127,0.503968253968254,False
gemma4_26b,Q2_Medios,19850743,Toll-like receptor 8,TRAF6,257,875,3.404669260700389,False
gemma4_26b,Q2_Medios,19862010,HBS1L,BCL11A,141,191,1.3546099290780143,False
gemma4_26b,Q2_Medios,22761865,Dopamine beta hydroxylase,COMT,231,2081,9.008658008658008,False
gemma4_26b,Q2_Medios,23043469,HBS1L,BCL11A,141,191,1.3546099290780143,False
gemma4_26b,Q2_Medios,28759957,SNHG1,HOTAIR,146,503,3.4452054794520546,False
gemma4_26b,Q2_Medios,32764530,Reelin,LINC00657,256,97,0.37890625,False
gemma4_26b,Q2_Medios,7987321,BAM22,AP1S1,172,86,0.5,False
gemma4_26b,Q2_Medios,12167657,EphA2,EGFR,456,6689,14.668859649122806,False
gemma4_26b,Q2_Medios,12714585,mitogen-activated protein kinase kinase-4,JNK,216,1060,4.907407407407407,True
gemma4_26b,Q2_Medios,22484241,RIPK2,JAK3,213,276,1.295774647887324,False
gemma4_26b,Q2_Medios,22761775,CLIC4,ClC-5,126,115,0.9126984126984127,False
gemma4_26b,Q2_Medios,23158864,I-TAC,CXCL10,136,776,5.705882352941177,False
gemma4_26b,Q2_Medios,26654793,ABCA7,TREM2,101,351,3.4752475247524752,False
gemma4_26b,Q2_Medios,30449416,DDR2,FGFR2,142,717,5.049295774647887,False
gemma4_26b,Q2_Medios,32019397,Dll1,Notch1,127,1591,12.527559055118111,False
gemma4_26b,Q2_Medios,16354680,raptor,TSC2,300,543,1.81,False
gemma4_26b,Q2_Medios,17119117,BAFF-R,CD19,107,168,1.5700934579439252,True
gemma4_26b,Q2_Medios,17132480,Glycodelin,LOX-1,141,338,2.397163120567376,False
gemma4_26b,Q2_Medios,29683064,XPO5,DGCR8,185,157,0.8486486486486486,False
gemma4_26b,Q2_Medios,29970682,suppressor of cytokine signaling 3,STAT3,554,3707,6.691335740072202,True
gemma4_26b,Q2_Medios,32082362,BMP9,VEGF,141,5214,36.97872340425532,True
